,ricf_oid,ba_cn,ba_nfe,ba_gvm,ba_pgv,ba_ntr,ba_fdt,ba_bn,ba_evl,fa_dine_this,fa_dinu_this,cf_govc,fp_tt_end,Government-Link,Scope,Province
703,1655,开明慈善基金会,4,1,2,非公募基金会,2012-04-28,14.0,3A,"3,190,300.00","2,216,010.00",0.00,"33,877,297.34",GLF,National,Beijing
704,3814,青海省公安民警英烈基金会,2,2,0,公募基金会,2014-04-04,25.0,未参评,"600,000.00","2,025,030.10",0.00,"9,259,155.78",GLF,Regional,Qinghai
705,3834,上海市创新细胞生物学发展基金会,2.0,0,0.0,非公募基金会,2014年06月10日,9.0,未参评,0.0,1080000.0,0.0,5343935.01,GLF,Regional,Shanghai
706,2809,福建省王清海职业教育基金会,1,0,0,,2010年05月28日,,4A,0.00,"478,754.00",0.00,"6,003,783.62",NGF,Regional,Fujian
707,2809,福建省王清海职业教育发展基金会,1,0,0,非公募基金会,2010-05-18,8.0,,0.00,"478,754.00",0.00,"6,003,783.62",NGF,Regional,Fujian
708,1266,杭州市富阳区见义勇为基金会,3,0,0,公募基金会,2012-06-04,13.0,未参评,"17,700.00",0.00,0.00,"5,348,639.54",GLF,Regional,Zhejiang
709,3131,长春工程学院教育基金会,2,1,0,非公募基金会,2010-09-08,21.0,3A,0.00,"170,000.00",0.00,"2,201,334.12",GLF,Regional,Jilin
710,1043,大庆市老年福利基金会,5,0,0,公募基金会,1989-05-16,9.0,4A,0.00,"501,620.00",0.00,"9,696,103.49",GLF,Regional,Heilongjiang
711,12,上海世华民族艺术瑰宝回归基金会,2,0,0,,2009年07月02日,,未参评,0.0,873304.2,0.0,2727888.15,NGF,Regional,Shanghai
712,12,上海世华艺术基金会,2.0,,0.0,非公募基金会,2009年07月02日,5.0,,0.0,873304.2,0.0,2727888.15,NGF,Regional,Shanghai
713,4093,云南晟成扶贫助老基金会,5,0,1,非公募基金会,2014-11-10,6.0,3A,0.00,0.00,0.00,"1,839,814.94",NGF,Regional,Yunnan
714,3970,上海益善公益基金会,2.0,0,0.0,非公募基金会,2014年08月29日,7.0,未参评,238599.32,5366716.71,0.0,6465118.57,NGF,Regional,Shanghai
715,3371,宁夏盐池教育发展基金会,7,4,0,,2009年12月31日,,未参评,0.00,"20,000.00","2,100,000.00","15,220,047.86",GLF,Regional,Ningxia
716,3371,宁夏回族自治区盐池教育发展基金会,7,0,0,公募基金会,2009-12-31,23.0,,0.00,"20,000.00","2,100,000.00","15,220,047.86",GLF,Regional,Ningxia
717,4111,甘肃陇盛科技发展基金会,8,0,0,非公募基金会,2014-09-29,7.0,未参评,0.00,"80,000.00",0.00,"1,779,516.10",NGF,Regional,Gansu
718,1618,广西华鼎教育基金会,1,0,0,非公募基金会,2013-01-21,6.0,未参评,0.00,"100,000.00",0.00,"2,229,194.82",NGF,Regional,Guangxi
719,1127,孙冶方经济科学基金会,8,0,1,非公募基金会,1983-06-19,16.0,3A,"2,050,000.00","4,000,000.00",0.00,"31,309,012.40",GLF,National,Beijing
720,15,上海东方爱心基金会,0.0,0,0.0,非公募基金会,2008年03月20日,6.0,未参评,0.0,100000.0,0.0,2020430.75,NGF,Regional,Shanghai
721,2307,浙江省金融教育基金会,2,0,0,公募基金会,1993-09-18,20.0,3A,"605,072.00","1,457,447.00",0.00,"40,374,806.34",GLF,Regional,Zhejiang
722,209,中国光彩事业基金会,7,0,1,公募基金会,2005-06-14,19.0,4A,"169,536,031.69",0.00,0.00,"261,997,866.13",GLF,National,Beijing
723,1794,朝阳市人民法官救助基金会,4,0,0,公募基金会,2012-06-01,21.0,未参评,0.00,"2,100.00",0.00,"5,087,843.60",GLF,Regional,Liaoning
724,16,上海中华职业教育温暖工程基金会,1.0,0,0.0,非公募基金会,2007年09月20日,13.0,未参评,0.0,718205.0,0.0,3705463.91,GLF,Regional,Shanghai
725,2686,甘肃亚太慈善基金会,0,0,0,非公募基金会,2013-01-24,6.0,未参评,0.00,"200,000.00",0.00,"4,794,055.43",NGF,Regional,Gansu
726,215,中国医学基金会,8,0,0,公募基金会,1987-07-08,15.0,2A,"2,931,540.00","303,320.00",0.00,"8,778,160.42",GLF,National,Beijing
727,3213,陕西省西安残疾人福利基金会,7,0,0,公募基金会,2005-09-13,20.0,3A,0.00,"4,289,140.00",0.00,"34,013,972.09",GLF,Regional,Shaanxi
728,2957,贵州省安泰公益基金会,5,0,0,非公募基金会,2014-11-14,5.0,未参评,0.00,"2,876,000.00",0.00,"2,081,081.31",NGF,Regional,Guizhou
729,1313,山西省东冶建成教育基金会,0,0,0,非公募基金会,2011-11-10,5.0,2A,0.00,0.00,0.00,"2,647,538.27",NGF,Regional,Shanxi
730,1806,杭州市关爱孤儿基金会,1,0,0,非公募基金会,1994-01-08,21.0,未参评,0.00,"846,517.17",0.00,"2,787,670.12",GLF,Regional,Zhejiang
731,178,中华健康快车基金会,14,1,1,公募基金会,2002-08-02,9.0,4A,"7,988,704.00","14,667,365.88",0.00,"69,891,777.14",GLF,National,Beijing
732,251,中国煤矿文化宣传基金会,5,0,0,公募基金会,1982-10-23,16.0,3A,"1,500,000.00","50,000.00",0.00,"13,876,556.57",GLF,National,Beijing
733,4189,浙江马云公益基金会,4,0,0,非公募基金会,2014-12-15,11.0,未参评,"10,330,500.00","33,099,722.00",0.00,"129,867,975.85",NGF,Regional,Zhejiang
734,2078,河北石家庄二中教育发展基金会,0,0,0,非公募基金会,2011-07-24,9.0,未参评,0.00,"4,100,000.00",0.00,"3,982,269.42",GLF,Regional,Hebei
735,92,上海市闸北区教育基金会,0.0,0,0.0,公募基金会,1995年10月25日,6.0,未参评,0.0,0.0,0.0,10102770.72,GLF,Regional,Shanghai
736,238,中国教师发展基金会,7,0,0,公募基金会,1986-09-10,7.0,3A,"35,035,881.60","391,803.72","1,540,600.00","52,073,749.10",GLF,National,Beijing
737,234,中国少数民族文化艺术基金会,--,--,--,,1988年08月13日,,--,"450,000.00","50,000.00",0.00,"10,561,953.85",GLF,National,Beijing
738,234,中国民族文化艺术基金会,8,0,0,公募基金会,1988-08-13,8.0,,"450,000.00","50,000.00",0.00,"10,561,953.85",GLF,National,Beijing
739,2222,浙江安正慈善基金会,1,0,0,非公募基金会,2011-09-02,7.0,未参评,0.00,"10,289,494.00",0.00,"9,682,685.19",NGF,Regional,Zhejiang
740,3423,重庆市残疾人福利基金会,10,0,0,公募基金会,2007-08-20,11.0,5A,"45,584,344.34","61,711.35","708,000.00","51,046,281.55",GLF,Regional,Chongqing
741,2228,浙江小百花越剧基金会,0,0,0,非公募基金会,1993-05-30,16.0,--,0.00,0.00,0.00,"2,389,844.36",GLF,Regional,Zhejiang
742,1071,天津市南开菁英教育基金会,2,0,0,非公募基金会,2011-11-21,13.0,3A,0.00,0.00,0.00,"4,908,235.19",NGF,Regional,Tianjin
743,2297,浙江省绍兴县盛兴慈善基金会,0,0,0,非公募基金会,2004-09-14,7.0,未参评,0.00,"200,000.00",0.00,"2,122,089.35",NGF,Regional,Zhejiang
744,4193,广西和合济困助学基金会,0,0,0,非公募基金会,2014-12-11,8.0,未参评,"2,050,000.00","1,400,000.00",0.00,"5,250,590.19",GLF,Regional,Guangxi
745,248,中国法律援助基金会,23,1,1,公募基金会,1997-05-26,18.0,4A,"9,750,000.00","9,161,200.00","111,000,000.00","151,042,744.68",GLF,National,Beijing
746,2132,河南省残疾人福利基金会,14,0,0,公募基金会,2006-09-28,9.0,未参评,0.00,"43,106,528.17","350,000.00","23,786,374.24",GLF,Regional,Henan
747,3091,重庆市彭水教育基金会,5,0,0,非公募基金会,2012-06-07,11.0,4A,"1,370,626.00","450,000.00","300,000.00","5,273,395.05",GLF,Regional,Chongqing
748,3168,陕西大唐西市历史文化遗址保护基金会,0,0,0,公募基金会,2009-11-19,5.0,未参评,0.00,0.00,0.00,"5,667,331.33",GLF,Regional,Shaanxi
749,1047,大连市教育基金会,6,0,0,公募基金会,2008-03-24,10.0,3A,0.00,"2,172,000.00",0.00,"12,009,078.60",GLF,Regional,Liaoning
750,3217,陕西省青年创业就业基金会,0,2,0,公募基金会,2011-04-20,9.0,--,"200,000.00",0.00,0.00,"4,796,525.61",GLF,Regional,Shaanxi
751,4077,上海电机学院教育发展基金会,0.0,0,0.0,非公募基金会,2014年10月21日,7.0,未参评,0.0,584000.0,0.0,2598643.98,GLF,Regional,Shanghai
752,3672,贵州省大地公益基金会,4,0,0,非公募基金会,2014-01-21,8.0,未参评,0.00,"22,000,671.00",0.00,"7,505,240.69",NGF,Regional,Guizhou
753,2079,河北精英教育基金会,3,0,0,非公募基金会,2013-01-21,9.0,未参评,0.00,"5,056,356.10",0.00,"2,103,192.31",NGF,Regional,Hebei
754,1062,天津宝坻桑梓助学基金会,4,0,0,公募基金会,2004-12-01,13.0,3A,0.00,"63,357.69",0.00,"97,767,155.00",GLF,Regional,Tianjin
755,3098,重庆市青年志愿服务基金会,3,0,0,公募基金会,2013-04-24,6.0,未参评,0.00,"1,577,142.85",0.00,"7,511,941.85",GLF,Regional,Chongqing
756,2956,象山县人民教育基金会,3,0,0,公募基金会,2005-02-23,23.0,3A,"5,920,000.00","2,042,624.30","180,000.00","50,980,817.78",GLF,Regional,Zhejiang
757,2254,浙江省人民教育基金会,0,1,0,公募基金会,1989-02-10,6.0,未参评,"2,620,000.00",0.00,0.00,"32,759,638.07",GLF,Regional,Zhejiang
758,4052,上海北纬三十一度文化艺术基金会,1.0,0,0.0,非公募基金会,2014年09月22日,11.0,未参评,0.0,160000.0,0.0,2102842.43,NGF,Regional,Shanghai
759,1329,山西省妇女儿童发展基金会,5,0,0,公募基金会,2013-11-21,15.0,未参评,"1,746,126.41","5,121,165.76",0.00,"13,158,843.96",GLF,Regional,Shanxi
760,3549,南阳市教育发展基金会,2,0,0,公募基金会,2013-08-20,8.0,未参评,0.00,"2,100,000.00",0.00,"19,403,341.64",GLF,Regional,Henan
761,2227,浙江富通感恩慈善基金会,0,0,0,非公募基金会,2012-09-26,5.0,未参评,0.00,"3,192,877.14",0.00,"30,488,418.28",NGF,Regional,Zhejiang
762,326,云南教育基金会,10,0,1,公募基金会,1988-07-14,11.0,5A,"4,307,900.00","33,216.00",0.00,"40,863,474.27",GLF,Regional,Yunnan
763,254,中国电影基金会,10,1,1,公募基金会,1989-10-27,13.0,未参评,"7,920,000.00","4,200,000.00",0.00,"18,494,028.50",GLF,National,Beijing
764,856,南都公益基金会,13,0,0,非公募基金会,2007-05-11,10.0,4A,"2,162,532.44","20,030,000.14",0.00,"118,227,520.51",NGF,National,Beijing
765,2714,甘肃青年创业就业基金会,0,2,0,公募基金会,2011-03-16,9.0,未参评,0.00,"9,947.73",0.00,0.00,GLF,Regional,Gansu
766,2095,河南省丹阳助老基金会,1,0,0,非公募基金会,2011-11-18,8.0,未参评,0.00,"192,000.00",0.00,"2,005,556.48",NGF,Regional,Henan
767,344,云南省生物多样性保护基金会,3,4,0,公募基金会,2010-05-24,25.0,未参评,0.00,0.00,0.00,"38,935,002.08",GLF,Regional,Yunnan
768,2711,甘肃省见义勇为基金会,5,0,2,公募基金会,1992-04-24,20.0,未参评,0.00,"100,000.00","1,500,000.00","16,987,561.56",GLF,Regional,Gansu
769,86,上海市老年基金会,8.0,0,0.0,公募基金会,1992年11月28日,25.0,4A,30893136.0,36782276.76,42374082.0,384763304.05,GLF,Regional,Shanghai
770,1648,延安教科文发展基金会,5,0,0,公募基金会,1990-05-07,9.0,3A,0.00,"573,385.59",0.00,"5,701,311.59",GLF,Regional,Shaanxi
771,1716,抚顺市雷锋基金会,0,5,0,公募基金会,2013-12-18,15.0,未参评,"108,969.59","122,158.50",0.00,"4,711,144.39",GLF,Regional,Liaoning
772,216,中国医药卫生事业发展基金会,27,0,0,公募基金会,2005-12-07,13.0,4A,0.00,"14,671,515.00","1,500,000.00","77,364,787.68",GLF,National,Beijing
773,1359,山西省阳泉市矿区特困帮扶基金会,3,0,0,公募基金会,2012-06-11,13.0,未参评,0.00,0.00,0.00,"4,011,957.24",GLF,Regional,Shanxi
774,328,云南民间国际友好交流基金会,1,0,0,公募基金会,2013-11-21,10.0,未参评,0.00,0.00,0.00,"5,808,728.04",GLF,Regional,Yunan
775,3455,重庆市妇女儿童基金会,3,0,1,公募基金会,2009-05-22,19.0,5A,"22,037,290.50","13,137.00",0.00,"23,284,664.39",GLF,Regional,Chongqing
776,3998,山西省华夏炎帝文化基金会,2,0,0,非公募基金会,2014-09-01,6.0,未参评,0.00,0.00,0.00,"1,624,833.74",NGF,Regional,Shanxi
777,2487,温州市永乐科技奖励医疗救助基金会,4,0,0,非公募基金会,1989-12-01,11.0,4A,"1,009,833.62",0.00,0.00,"5,034,243.06",GLF,Regional,Zhejiang
778,2985,贵州省青年志愿服务基金会,2,0,0,公募基金会,2010-06-13,12.0,5A,"6,056,216.96","100,005.00",0.00,"7,355,257.33",GLF,Regional,Guizhou
779,965,哈尔滨师范大学教育发展基金会,4,0,0,非公募基金会,2010-08-11,12.0,4A,"1,179,762.00","40,000.00",0.00,"9,472,009.86",GLF,Regional,Heilongjiang
780,206,中国健康促进基金会,13,0,0,公募基金会,2006-12-18,18.0,1A,"211,755,756.98",0.00,"1,000,000.00","113,000,305.66",GLF,National,Beijing
781,3228,陶行知教育基金会,7,1,1,非公募基金会,2013-02-27,10.0,未参评,"13,959,000.00","10,736,000.00",0.00,"21,807,777.95",GLF,National,Beijing
782,282,中社社会工作发展基金会,11,0,0,非公募基金会,2011-03-29,7.0,3A,"41,841,255.03","11,010,140.30","1,000,000.00","78,124,791.49",GLF,National,Beijing
783,1626,广西壹方慈善基金会,8,0,0,非公募基金会,2012-12-24,9.0,未参评,"4,705,391.01","490,473.79",0.00,"2,872,262.02",NGF,Regional,Guangxi
784,2093,河南省中原文物保护基金会,0,0,0,非公募基金会,2006-01-20,9.0,未参评,0.00,0.00,0.00,"1,785,951.42",GLF,Regional,Henan
785,1075,天津市孙洪森助学基金会,0,0,0,非公募基金会,2012-08-16,9.0,3A,"40,000.00",0.00,0.00,"2,184,190.57",NGF,Regional,Tianjin
786,3728,上海弘广慈善基金会,1.0,0,0.0,非公募基金会,2014年03月27日,7.0,未参评,0.0,0.0,0.0,984765.36,NGF,Regional,Shanghai
787,1164,宁波大学教育发展基金会,0,0,0,非公募基金会,发起人,21.0,未参评,"163,634,989.43","38,000.00",0.00,"287,277,273.44",GLF,Regional,Zhejiang
788,3317,黑龙江省佳木斯大学教育发展基金会,4,0,0,非公募基金会,2012-05-09,21.0,未参评,"245,000.00",0.00,0.00,"4,999,273.59",GLF,Regional,Heilongjiang
789,2266,浙江省吴定酒慈善基金会,0,0,0,非公募基金会,2013-05-13,7.0,未参评,0.00,0.00,0.00,"1,835,592.56",NGF,Regional,Zhejiang
790,3073,鄂尔多斯市人民教育基金会,0,0,0,公募基金会,2008-05-28,8.0,未参评,0.00,0.00,0.00,"12,488,796.84",GLF,Regional,Neimenggu
791,9,三门县人民教育基金会,0,0,0,公募基金会,2004-09-03,6.0,未参评,"50,000.00",0.00,0.00,"10,397,741.07",GLF,Regional,Zhejiang
792,1678,德清县人民教育基金会,0,0,0,公募基金会,1989-07-12,20.0,未参评,0.00,0.00,0.00,"3,867,057.13",GLF,Regional,Zhejiang
793,2705,甘肃省治理荒漠化基金会,8,0,0,公募基金会,2008-05-20,5.0,4A,0.00,800.00,0.00,"5,778,599.20",GLF,Regional,Gansu
794,1090,天津市王克昌奖学基金会,0,1,0,非公募基金会,2002-12-29,5.0,未参评,0.00,0.00,0.00,"8,680,370.91",GLF,Regional,Tianjin
795,1063,天津市人口福利基金会,3,0,2,公募基金会,1997-01-01,21.0,3A,0.00,0.00,0.00,"6,182,854.12",GLF,Regional,Tianjin
796,2046,河北省京海明珠慈善基金会,3,0,0,非公募基金会,2008-03-19,11.0,5A,0.00,0.00,0.00,"14,561,653.06",NGF,Regional,Hebei
797,3290,香江社会救助基金会,5,0,0,非公募基金会,2005-06-14,9.0,4A,"6,973,000.00","35,974.00",0.00,"100,429,088.78",NGF,National,Guangdong
798,4197,巨人慈善基金会,4,0,0,非公募基金会,2014-12-17,5.0,未参评,0.00,0.00,0.00,"42,709,097.81",NGF,National,Shanghai
799,3581,河南省和谐慈善基金会,4,0,0,非公募基金会,2013-09-09,5.0,未参评,0.00,"599,576.52",0.00,"2,660,368.13",NGF,Regional,Henan
800,2751,福州市教育基金会,4,0,0,非公募基金会,2010-04-20,10.0,未参评,"21,892,734.78",0.00,0.00,"89,709,158.74",GLF,Regional,Fujian
801,2769,福建张天福茶业发展基金会,--,--,--,,--,,--,0.00,"2,000.00",0.00,"3,278,982.11",NGF,Regional,Fujian
802,2769,福建张天福茶叶发展基金会,3,0,0,非公募基金会,2008-08-26,21.0,,0.00,"2,000.00",0.00,"3,278,982.11",NGF,Regional,Fujian
803,2740,石狮市蔡友玉教育基金会,1,0,0,非公募基金会,2006-07-19,17.0,3A,0.00,"3,036,370.49","10,000.00","5,977,180.97",NGF,Regional,Fujian
804,1320,山西省出生缺陷干预救助基金会,1,0,0,公募基金会,2012-12-06,10.0,未参评,"3,000,000.00","245,000.00",0.00,"6,583,826.38",GLF,Regional,Shanxi
805,3191,陕西省府谷县城乡居民大病医疗救助基金会,8,0,0,非公募基金会,2010-07-27,22.0,未参评,0.00,0.00,"3,956,168.35","138,998,014.56",GLF,Regional,Shaanxi
806,1037,增爱公益基金会,8,0,0,非公募基金会,2012-08-07,5.0,未参评,"309,166.00","626,000.00",0.00,"125,156,464.43",NGF,National,Shanghai
807,3904,中脉公益基金会,14,0,0,非公募基金会,2014-07-11,14.0,未参评,"30,809,212.96","32,253,065.30","500,000.00","66,342,736.47",NGF,National,Beijing
808,2818,福建省邓子基教育基金会,1,0,0,非公募基金会,2007-06-13,17.0,3A,0.00,"610,000.00",0.00,"5,647,206.45",NGF,Regional,Fujian
809,3026,辽宁省辽宁大学教育基金会,3,0,0,非公募基金会,2012-02-23,15.0,未参评,"3,714,815.00","1,001,445.00",0.00,"16,866,990.05",GLF,Regional,Liaoning
810,3661,甘肃改琴书法教育奖励基金会,1,0,0,,2014年01月16日,,未参评,0.00,"1,350,000.00",0.00,"5,485,733.95",NGF,Regional,Gansu
811,3881,上海对外经贸大学教育发展基金会,52067632.0,0,0.0,非公募基金会,2014年07月03日,25.0,未参评,1064208.0,3040.0,0.0,3209559.48,GLF,Regional,Shanghai
812,2323,浙江雪窦慈光慈善基金会,0,0,0,非公募基金会,2012-07-04,7.0,未参评,"160,000.00","2,426,163.75","5,000.00","9,177,119.15",NGF,Regional,Zhejiang
813,3543,上海东方希望公益基金会,4.0,0,0.0,非公募基金会,2013年08月06日,7.0,未参评,1562442.23,0.0,0.0,6843576.47,NGF,Regional,Shanghai
814,207,中国儿童少年基金会,56,0,3,公募基金会,1981-07-28,19.0,5A,"419,655,073.95","7,755,858.87",0.00,"495,509,090.82",GLF,National,Beijing
815,236,中国扶贫基金会,157,0,2,公募基金会,1989-03-13,19.0,5A,"471,023,853.48","144,000.00",0.00,"2,731,513,922.31",GLF,National,Beijing
816,3211,陕西省西安城墙保护基金会,2,0,0,公募基金会,2011-12-02,15.0,3A,0.00,0.00,0.00,"3,388,738.23",GLF,Regional,Shaanxi
817,141,上海美丽心灵社区公益基金会,6.0,0,0.0,非公募基金会,2012年09月29日,5.0,未参评,0.0,2517673.6,0.0,2285658.47,NGF,Regional,Shanghai
818,3277,鞍山市教育基金会,2,0,0,公募基金会,2006-04-01,12.0,未参评,0.00,"458,000.00",0.00,"6,361,385.12",GLF,Regional,Liaoning
819,2060,河北省残疾人创业基金会,10,0,0,非公募基金会,2009-09-27,10.0,未参评,0.00,"3,874,330.50",0.00,"3,655,202.41",GLF,Regional,Hebei
820,375,伊金霍洛旗扶贫基金会,2,0,0,非公募基金会,2009-12-04,5.0,4A,0.00,"900,000.00",0.00,"6,102,273.35",GLF,Regional,Neimenggu
821,1817,杭州市萧山区老年基金会,0,0,0,公募基金会,1994-12-01,17.0,未参评,0.00,0.00,0.00,"6,677,241.80",GLF,Regional,Zhejiang
822,313,云南同行公益基金会,2,1,0,非公募基金会,2013-06-05,13.0,未参评,"830,000.00","412,500.00",0.00,"5,475,845.17",GLF,Regional,Yunnan
823,3256,青海省希望明德关爱青少年基金会,3,0,0,非公募基金会,2012-10-23,4.0,--,0.00,0.00,"700,000.00","3,786,479.25",GLF,Regional,Qinghai
824,3889,云南华瑞教育发展基金会,6,0,0,非公募基金会,2014-07-04,9.0,未参评,0.00,"3,073,774.50",0.00,"2,383,367.43",NGF,Regional,Yunnan
825,2085,河南大学教育发展基金会,5,0,0,非公募基金会,2011-06-10,12.0,4A,"1,964,238.90",101.21,0.00,"40,654,576.33",GLF,National,Henan
826,1166,宁波工程学院教育发展基金会,2,4,0,非公募基金会,2010-10-28,10.0,未参评,"8,642,105.47","1,607,664.70",0.00,"18,552,773.69",GLF,Regional,Zhejiang
827,268,中国老龄事业发展基金会,5,0,1,公募基金会,发起人,17.0,4A,"89,545,707.42","6,642,663.00",0.00,"227,826,523.63",GLF,National,Beijing
828,3917,天津市和富文化发展基金会,2,0,0,非公募基金会,2014-07-15,11.0,未参评,0.00,"1,200,000.00",0.00,"4,407,811.07",GLF,Regional,Tianjin
829,2969,贵州省宏立城公益基金会,11,0,0,非公募基金会,2013-06-05,8.0,未参评,0.00,"5,016,000.00",0.00,"100,141,968.85",NGF,Regional,Guizhou
830,431,内蒙古民族青年文化艺术基金会,0,0,0,非公募基金会,2009-08-31,8.0,3A,0.00,"2,000,000.00",0.00,"2,210,735.03",NGF,Regional,Neimenggu
831,30,上海发展昆剧基金会,0.0,0,0.0,非公募基金会,1992年07月07日,6.0,未参评,0.0,0.0,0.0,2117078.9,GLF,Regional,Shanghai
832,2287,浙江省新华爱心教育基金会,29,0,0,公募基金会,2007-06-29,20.0,5A,"45,625,257.40","1,650,573.17",0.00,"113,056,178.98",NGF,Regional,Zhejiang
833,260,中国禁毒基金会,23,1,0,公募基金会,1999-04-28,22.0,3A,"22,349,093.64","11,142,112.60","1,000,000.00","128,420,179.51",GLF,National,Beijing
834,2837,科左后旗扶贫助学基金会,2,4,4,非公募基金会,2004-04-28,17.0,未参评,0.00,0.00,"200,000.00","2,071,983.82",GLF,Regional,Neimenggu
835,2683,瑞安市公安民警救助奖励基金会,2,1,0,公募基金会,2004-02-26,15.0,4A,0.00,"3,910,000.00",0.00,"7,428,766.42",GLF,Regional,Zhejiang
836,3196,陕西省楠竹教育基金会,1,0,0,非公募基金会,2008-08-12,8.0,3A,0.00,0.00,0.00,"6,517,162.33",NGF,Regional,Shaanxi
837,3773,黑龙江省许勇爱心慈善基金会,4,0,0,非公募基金会,2014-04-22,19.0,未参评,0.00,0.00,0.00,"1,953,426.20",NGF,Regional,Heilongjiang
838,3403,重庆市儿童医疗救助基金会,6,0,0,公募基金会,2005-08-22,11.0,5A,"3,998,150.99",0.00,"3,000,000.00","17,055,024.90",GLF,Regional,Chongqing
839,63,上海市华侨事业发展基金会,11.0,0,0.0,公募基金会,2006年05月17日,11.0,4A,15004470.54,26911.24,0.0,23842401.51,GLF,Regional,Shanghai
840,122,上海汽车工业教育基金会,3.0,0,0.0,公募基金会,1993年01月08日,25.0,未参评,0.0,0.0,0.0,37801955.33,NGF,Regional,Shanghai
841,119,上海汇添富公益基金会,0.0,0,0.0,非公募基金会,2010年02月09日,7.0,未参评,2981505.66,277525.44,0.0,28823308.86,NGF,Regional,Shanghai
842,1807,杭州市农业技术推广基金会,4,0,0,公募基金会,2003-08-05,3.0,4A,0.00,0.00,"3,991,000.00","17,972,988.07",GLF,Regional,Zhejiang
843,887,台州市老年事业发展基金会,3,0,0,公募基金会,2011-07-10,23.0,3A,0.00,0.00,"100,000.00","14,176,814.16",GLF,Regional,Zhejiang
844,314,云南君仁博爱基金会,6,0,0,非公募基金会,2012-05-28,5.0,未参评,0.00,"81,000.00",0.00,"2,588,345.10",NGF,Regional,Yunnan
845,2965,贵州省同心光彩事业基金会,2,0,1,公募基金会,2011-08-08,8.0,3A,"1,493,808.18","7,000.49",0.00,"5,873,333.86",GLF,Regional,Guizhou
846,4123,浙江省百世慈善公益基金会,5,0,0,非公募基金会,2014-06-11,6.0,--,"3,330.00",0.00,0.00,"1,197,903.20",NGF,Regional,Zhejiang
847,917,吉林省大禹助学基金会,0,0,0,非公募基金会,2013-10-09,5.0,未参评,0.00,0.00,0.00,"3,812,391.17",NGF,Regional,Jilin
848,3031,辽宁省辽宁石油化工大学教育发展基金会,3,0,0,非公募基金会,2011-07-15,11.0,3A,0.00,"495,185.33",0.00,"5,182,091.89",GLF,Regional,Liaoning
849,2972,贵州省春晖行动发展基金会,10,0,0,公募基金会,2009-03-18,14.0,4A,"6,031,289.90",0.00,0.00,"10,813,342.91",GLF,Regional,Guizhou
850,2162,河南省黄帝故里基金会,3,0,0,公募基金会,2008-02-02,10.0,未参评,"2,254,723.37",0.00,0.00,"4,577,172.97",GLF,Regional,Henan
851,959,哈尔滨市老年基金会,4,3,0,公募基金会,2011-03-31,7.0,3A,0.00,"889,720.00",0.00,"9,736,904.81",GLF,Regional,Heilongjiang
852,139,上海立信会计学院潘序伦教育发展基金会,4.0,0,0.0,非公募基金会,2012年09月29日,6.0,未参评,100000.0,288500.0,0.0,5191814.79,GLF,Regional,Shanghai
853,230,中国妇女发展基金会,61,0,0,公募基金会,1988-12-25,18.0,5A,"428,729,527.65","18,549,007.50","300,000,000.00","557,169,855.67",GLF,National,Beijing
854,1630,广西廖荣纳基金会,3,0,0,非公募基金会,2012-04-06,5.0,未参评,0.00,0.00,0.00,"10,788,663.00",NGF,Regional,Guangxi
855,210,中国公安民警英烈基金会,6,1,1,公募基金会,2003-01-07,12.0,3A,"22,166,017.40","1,800,000.00",0.00,"230,335,597.74",GLF,National,Beijing
856,2205,浙江健怡慈善基金会,1,0,0,非公募基金会,2012-04-16,7.0,未参评,0.00,"137,385.00",0.00,"341,446.33",NGF,Regional,Zhejiang
857,3298,鲁迅文化基金会,8,0,0,非公募基金会,2012-07-31,10.0,未参评,"8,398,900.00","1,236,878.40","350,000.00","34,515,363.41",GLF,National,Beijing
858,3634,浙江省体育基金会,2,0,0,公募基金会,2014-05-18,14.0,未参评,"13,416,100.00","113,800.00",0.00,"22,395,210.81",GLF,Regional,Zhejiang
859,3405,重庆儿童救助基金会,11,0,0,公募基金会,2005-11-05,11.0,3A,0.00,"9,226,821.80",0.00,"44,185,589.92",GLF,Regional,Chongqing
860,2321,浙江豪成慈善基金会,2,0,0,非公募基金会,2006-05-30,9.0,未参评,0.00,0.00,0.00,"2,079,586.63",NGF,Regional,Zhejiang
861,1163,宁波邬永林健康基金会,0,0,0,非公募基金会,2010-11-29,5.0,未参评,0.00,"2,000,000.00",0.00,"2,578,068.90",NGF,Regional,Zhejiang
862,2153,河南省见义勇为基金会,11,2,0,公募基金会,2005-08-15,22.0,未参评,0.00,"1,100,000.00",0.00,"26,233,449.84",GLF,Regional,Henan
863,873,厦门市革命传统教育发展基金会,3,0,0,非公募基金会,2012-08-06,7.0,未参评,0.00,"41,600.00",0.00,"3,408,887.71",GLF,Regional,Fujian
864,4225,重庆市胡晓华川菜文化发展基金会,1,0,0,非公募基金会,2014-12-24,5.0,未参评,0.00,"69,880.00",0.00,"2,085,201.37",NGF,Regional,Chongqing
865,956,哈尔滨市南岗区残疾人福利基金会,7,0,0,公募基金会,2012-03-13,11.0,未参评,0.00,"1,536,438.60",0.00,"4,259,926.02",GLF,Regional,Heilongjiang
866,2268,浙江国际茶人之家基金会,0,0,0,非公募基金会,1995-06-19,8.0,未参评,0.00,0.00,0.00,"2,376,411.83",NGF,Regional,Zhejiang
